workerid,predicate,noun,class,nounclass,slide_number,response,condition
5,brown,desk,color,furniture,25,0.02,subjective
5,smooth,desk,texture,furniture,26,0.77,subjective
5,green,tomato,color,food,27,0.03,subjective
5,old,banana,age,food,28,0.68,subjective
6,blue,chair,color,furniture,3,0.09,subjective
6,plastic,banana,material,food,4,0.25,subjective
6,soft,desk,texture,furniture,5,0.75,subjective
6,rotten,tomato,age,food,6,0.22,subjective
6,square,apple,shape,food,7,0.84,subjective
6,smooth,chair,texture,furniture,8,0.81,subjective
6,small,chair,size,furniture,9,0.56,subjective
6,big,cheese,size,food,10,0.28,subjective
6,tiny,cheese,size,food,11,0.58,subjective
6,purple,cheese,color,food,12,0.82,subjective
6,green,desk,color,furniture,13,0.53,subjective
6,fresh,banana,age,food,14,0.26,subjective
6,yellow,TV,color,furniture,15,0.41,subjective
6,hard,TV,texture,furniture,16,0.67,subjective
6,red,TV,color,furniture,17,0.28,subjective
6,round,chair,shape,furniture,18,0.27,subjective
6,old,banana,age,food,19,0.67,subjective
6,good,chair,quality,furniture,20,0.9,subjective
6,huge,carrot,size,food,21,0.36,subjective
6,brown,desk,color,furniture,22,0.19,subjective
6,bad,cheese,quality,food,23,0.75,subjective
6,wooden,cheese,material,food,24,0.3,subjective
6,metal,apple,material,food,25,0.78,subjective
6,long,TV,size,furniture,26,0.43,subjective
6,short,TV,size,furniture,27,0.41,subjective
6,new,fan,age,furniture,28,0.54,subjective
7,soft,banana,texture,food,3,0.77,inherent
7,brown,desk,color,furniture,4,0.49,inherent
7,hard,fan,texture,furniture,5,0.64,inherent
7,purple,TV,color,furniture,6,0.47,inherent
7,plastic,TV,material,furniture,7,0.63,inherent
7,small,carrot,size,food,8,0.79,inherent
7,long,tomato,size,food,9,0.57,inherent
7,wooden,desk,material,furniture,10,0.69,inherent
7,fresh,tomato,age,food,11,0.68,inherent
7,round,TV,shape,furniture,12,0.44,inherent
7,rotten,desk,age,furniture,13,0.27,inherent
7,old,desk,age,furniture,14,0.62,inherent
7,square,chair,shape,furniture,15,0.52,inherent
7,new,carrot,age,food,16,0.48,inherent
7,big,TV,size,furniture,17,0.75,inherent
7,smooth,fan,texture,furniture,18,0.53,inherent
7,yellow,cheese,color,food,19,0.69,inherent
7,short,tomato,size,food,20,0.47,inherent
7,red,apple,color,food,21,0.74,inherent
7,blue,cheese,color,food,22,0.84,inherent
7,bad,tomato,quality,food,23,0.47,inherent
7,good,tomato,quality,food,24,0.51,inherent
7,tiny,cheese,size,food,25,0.42,inherent
7,huge,fan,size,furniture,26,0.63,inherent
7,metal,tomato,material,food,27,0.35,inherent
7,green,desk,color,furniture,28,0.5,inherent
8,square,desk,shape,furniture,3,0.09,subjective
8,round,desk,shape,furniture,4,0.07,subjective
8,wooden,chair,material,furniture,5,0,subjective
8,smooth,fan,texture,furniture,6,0.45,subjective
8,short,TV,size,furniture,7,0.59,subjective
8,blue,cheese,color,food,8,0,subjective
8,green,chair,color,furniture,9,0.1,subjective
8,rotten,carrot,age,food,10,0.39,subjective
8,bad,cheese,quality,food,11,1,subjective
8,red,carrot,color,food,12,0.09,subjective
8,huge,desk,size,furniture,13,0.61,subjective
8,yellow,chair,color,furniture,14,0.09,subjective
8,big,banana,size,food,15,0.73,subjective
8,tiny,carrot,size,food,16,0.74,subjective
8,purple,desk,color,furniture,17,0.08,subjective
8,soft,banana,texture,food,18,0.49,subjective
8,new,banana,age,food,19,0.12,subjective
8,fresh,couch,age,furniture,20,0.79,subjective
8,brown,fan,color,furniture,21,0.07,subjective
8,small,carrot,size,food,22,0.74,subjective
8,metal,apple,material,food,23,0,subjective
8,good,tomato,quality,food,24,1,subjective
8,plastic,banana,material,food,25,0,subjective
8,hard,tomato,texture,food,26,0.6,subjective
8,long,carrot,size,food,27,0.7,subjective
8,old,tomato,age,food,28,0.36,subjective
